sample_id,depth,nrs_trip_code,nrs_sample_code,amplicon,g__Chattonella_abundance_20K,g__Heterosigma_abundance_20K,g__Pseudochattonella_abundance_20K,g__Trichodesmium_abundance_20K,s__Noctiluca_scintillans_abundance_20K
102.100.100/21919,50.0,MAI20151001,MAI20151001_50,18Sv4F18Sv4R_v4_eukaryote,,,17,,66
102.100.100/21920,75.0,MAI20151001,MAI20151001_75,18Sv4F18Sv4R_v4_eukaryote,,,38,,449
102.100.100/21921,85.0,MAI20151001,MAI20151001_85,18Sv4F18Sv4R_v4_eukaryote,,2,52,,2369
102.100.100/21922,0.0,ROT20150701,ROT20150701_0,18Sv4F18Sv4R_v4_eukaryote,,,1,,2
102.100.100/21923,10.0,ROT20150701,ROT20150701_10,18Sv4F18Sv4R_v4_eukaryote,,,,,1
102.100.100/21924,20.0,ROT20150701,ROT20150701_20,18Sv4F18Sv4R_v4_eukaryote,,,2,,3
102.100.100/21925,30.0,ROT20150701,ROT20150701_30,18Sv4F18Sv4R_v4_eukaryote,,,5,,1
102.100.100/21926,40.0,ROT20150701,ROT20150701_40,18Sv4F18Sv4R_v4_eukaryote,,,4,,
102.100.100/21927,47.0,ROT20150701,ROT20150701_47,18Sv4F18Sv4R_v4_eukaryote,,,,,2
102.100.100/21928,0.0,MAI20151118,MAI20151118_0,18Sv4F18Sv4R_v4_eukaryote,,,6,,4922
102.100.100/21929,10.0,MAI20151118,MAI20151118_10,18Sv4F18Sv4R_v4_eukaryote,,1,7,,3409
102.100.100/21930,20.0,MAI20151118,MAI20151118_20,18Sv4F18Sv4R_v4_eukaryote,,,9,,3780
102.100.100/21932,75.0,MAI20151118,MAI20151118_75,18Sv4F18Sv4R_v4_eukaryote,,,,,165
102.100.100/21933,85.0,MAI20151118,MAI20151118_85,18Sv4F18Sv4R_v4_eukaryote,,,1,,6
102.100.100/21934,0.0,ROT20150724,ROT20150724_0,18Sv4F18Sv4R_v4_eukaryote,,,10,,
102.100.100/21935,10.0,ROT20150724,ROT20150724_10,18Sv4F18Sv4R_v4_eukaryote,,,21,,1
102.100.100/21936,20.0,ROT20150724,ROT20150724_20,18Sv4F18Sv4R_v4_eukaryote,,,13,,
102.100.100/21937,30.0,ROT20150724,ROT20150724_30,18Sv4F18Sv4R_v4_eukaryote,,,15,,
102.100.100/21938,40.0,ROT20150724,ROT20150724_40,18Sv4F18Sv4R_v4_eukaryote,,,21,,
102.100.100/21939,46.0,ROT20150724,ROT20150724_46,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/21940,0.0,NSI20150731,NSI20150731_0,18Sv4F18Sv4R_v4_eukaryote,,,5,,2
102.100.100/21941,10.0,NSI20150731,NSI20150731_10,18Sv4F18Sv4R_v4_eukaryote,,,,,3
102.100.100/21941,10.0,NSI20150731,NSI20150731_10,27f519r_bacteria,,,,13,
102.100.100/21942,20.0,NSI20150731,NSI20150731_20,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/21943,30.0,NSI20150731,NSI20150731_30,18Sv4F18Sv4R_v4_eukaryote,,,1,,1
102.100.100/21944,40.0,NSI20150731,NSI20150731_40,18Sv4F18Sv4R_v4_eukaryote,,,1,,11
102.100.100/21944,40.0,NSI20150731,NSI20150731_40,27f519r_bacteria,,,,2,
102.100.100/21945,50.0,NSI20150731,NSI20150731_50,18Sv4F18Sv4R_v4_eukaryote,,,1,,11
102.100.100/21946,0.0,ROT20150827,ROT20150827_0,18Sv4F18Sv4R_v4_eukaryote,,,1,,2
102.100.100/21947,10.0,ROT20150827,ROT20150827_10,18Sv4F18Sv4R_v4_eukaryote,,,3,,1
102.100.100/21948,20.0,ROT20150827,ROT20150827_20,18Sv4F18Sv4R_v4_eukaryote,,,3,,
102.100.100/21949,30.0,ROT20150827,ROT20150827_30,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/21950,40.0,ROT20150827,ROT20150827_40,18Sv4F18Sv4R_v4_eukaryote,,,7,,
102.100.100/21951,47.0,ROT20150827,ROT20150827_47,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/21952,0.0,NSI20150817,NSI20150817_0,18Sv4F18Sv4R_v4_eukaryote,,,1,,21
102.100.100/21952,0.0,NSI20150817,NSI20150817_0,27f519r_bacteria,,,,1,
102.100.100/21953,10.0,NSI20150817,NSI20150817_10,18Sv4F18Sv4R_v4_eukaryote,,,,,8
102.100.100/21954,20.0,NSI20150817,NSI20150817_20,18Sv4F18Sv4R_v4_eukaryote,,,,,75
102.100.100/21955,30.0,NSI20150817,NSI20150817_30,18Sv4F18Sv4R_v4_eukaryote,,1,2,,813
102.100.100/21955,30.0,NSI20150817,NSI20150817_30,27f519r_bacteria,,,,2,
102.100.100/21956,40.0,NSI20150817,NSI20150817_40,18Sv4F18Sv4R_v4_eukaryote,,,,,257
102.100.100/21957,50.0,NSI20150817,NSI20150817_50,18Sv4F18Sv4R_v4_eukaryote,,,,,304
102.100.100/21958,0.0,NSI20150907,NSI20150907_0,18Sv4F18Sv4R_v4_eukaryote,,,9,,175
102.100.100/21958,0.0,NSI20150907,NSI20150907_0,27f519r_bacteria,,,,16,
102.100.100/21959,10.0,NSI20150907,NSI20150907_10,18Sv4F18Sv4R_v4_eukaryote,,,,,63
102.100.100/21960,20.0,NSI20150907,NSI20150907_20,18Sv4F18Sv4R_v4_eukaryote,,,1,,2151
102.100.100/21961,30.0,NSI20150907,NSI20150907_30,18Sv4F18Sv4R_v4_eukaryote,,,,,92
102.100.100/21962,40.0,NSI20150907,NSI20150907_40,18Sv4F18Sv4R_v4_eukaryote,,,6,,22
102.100.100/21963,50.0,NSI20150907,NSI20150907_50,18Sv4F18Sv4R_v4_eukaryote,,,,,42
102.100.100/21963,50.0,NSI20150907,NSI20150907_50,27f519r_bacteria,,,,1,
102.100.100/21964,0.0,YON20150601,YON20150601_0,18Sv4F18Sv4R_v4_eukaryote,,,,,1
102.100.100/21964,0.0,YON20150601,YON20150601_0,27f519r_bacteria,,,,55,
102.100.100/21965,0.0,YON20150618,YON20150618_0,18Sv4F18Sv4R_v4_eukaryote,,,,,4
102.100.100/21965,0.0,YON20150618,YON20150618_0,27f519r_bacteria,,,,24,
102.100.100/21966,0.0,YON20150804,YON20150804_0,18Sv4F18Sv4R_v4_eukaryote,,,14,,
102.100.100/21967,0.0,YON20150825,YON20150825_0,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/21967,0.0,YON20150825,YON20150825_0,27f519r_bacteria,,,,21,
102.100.100/21968,0.0,YON20151027,YON20151027_0,27f519r_bacteria,,,,1,
102.100.100/21969,0.0,YON20151111,YON20151111_0,18Sv4F18Sv4R_v4_eukaryote,,,14,,
102.100.100/21969,0.0,YON20151111,YON20151111_0,27f519r_bacteria,,,,475,
102.100.100/21970,0.0,NSI20151027,NSI20151027_0,18Sv4F18Sv4R_v4_eukaryote,,,17,,8
102.100.100/21971,10.0,NSI20151027,NSI20151027_10,18Sv4F18Sv4R_v4_eukaryote,,,6,,
102.100.100/21971,10.0,NSI20151027,NSI20151027_10,27f519r_bacteria,,,,2,
102.100.100/21972,20.0,NSI20151027,NSI20151027_20,18Sv4F18Sv4R_v4_eukaryote,,,6,,1
102.100.100/21972,20.0,NSI20151027,NSI20151027_20,27f519r_bacteria,,,,2,
102.100.100/21973,30.0,NSI20151027,NSI20151027_30,18Sv4F18Sv4R_v4_eukaryote,,,11,,2
102.100.100/21973,30.0,NSI20151027,NSI20151027_30,27f519r_bacteria,,,,8,
102.100.100/21974,40.0,NSI20151027,NSI20151027_40,18Sv4F18Sv4R_v4_eukaryote,,,2,,7
102.100.100/21975,50.0,NSI20151027,NSI20151027_50,18Sv4F18Sv4R_v4_eukaryote,,,,,9
102.100.100/21976,10.0,YON20150601,YON20150601_10,18Sv4F18Sv4R_v4_eukaryote,,,,,1
102.100.100/21976,10.0,YON20150601,YON20150601_10,27f519r_bacteria,,,,5,
102.100.100/21977,10.0,YON20150618,YON20150618_10,18Sv4F18Sv4R_v4_eukaryote,,,10,,
102.100.100/21977,10.0,YON20150618,YON20150618_10,27f519r_bacteria,,,,547,
102.100.100/21979,10.0,YON20150825,YON20150825_10,18Sv4F18Sv4R_v4_eukaryote,,,10,,
102.100.100/21981,0.0,KAI20150629,KAI20150629_0,18Sv4F18Sv4R_v4_eukaryote,,,16,,
102.100.100/21982,10.0,KAI20150629,KAI20150629_10,18Sv4F18Sv4R_v4_eukaryote,,,10,,
102.100.100/21983,20.0,KAI20150629,KAI20150629_20,18Sv4F18Sv4R_v4_eukaryote,,,4,,
102.100.100/21984,50.0,KAI20150629,KAI20150629_50,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/21985,75.0,KAI20150629,KAI20150629_75,18Sv4F18Sv4R_v4_eukaryote,,,6,,4
102.100.100/21986,100.0,KAI20150629,KAI20150629_100,18Sv4F18Sv4R_v4_eukaryote,,,7,,15
102.100.100/21987,20.0,YON20150601,YON20150601_20,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/21988,20.0,YON20150618,YON20150618_20,18Sv4F18Sv4R_v4_eukaryote,,,6,,13
102.100.100/21988,20.0,YON20150618,YON20150618_20,27f519r_bacteria,,,,60,
102.100.100/21989,20.0,YON20150804,YON20150804_20,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/21991,20.0,YON20151111,YON20151111_20,18Sv4F18Sv4R_v4_eukaryote,,,6,,2
102.100.100/21991,20.0,YON20151111,YON20151111_20,27f519r_bacteria,,,,22,
102.100.100/21992,0.0,KAI20150909,KAI20150909_0,18Sv4F18Sv4R_v4_eukaryote,,,3,,24
102.100.100/21993,10.0,KAI20150909,KAI20150909_10,18Sv4F18Sv4R_v4_eukaryote,,,1,,12
102.100.100/21994,20.0,KAI20150909,KAI20150909_20,18Sv4F18Sv4R_v4_eukaryote,,,,,51
102.100.100/21995,50.0,KAI20150909,KAI20150909_50,18Sv4F18Sv4R_v4_eukaryote,,,14,,77
102.100.100/21996,75.0,KAI20150909,KAI20150909_75,18Sv4F18Sv4R_v4_eukaryote,,,13,,4
102.100.100/21996,75.0,KAI20150909,KAI20150909_75,27f519r_bacteria,,,,1,
102.100.100/21997,100.0,KAI20150909,KAI20150909_100,18Sv4F18Sv4R_v4_eukaryote,,,16,,17
102.100.100/21998,26.0,YON20150601,YON20150601_26,18Sv4F18Sv4R_v4_eukaryote,,,3,,
102.100.100/21999,26.0,YON20150618,YON20150618_26,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/21999,26.0,YON20150618,YON20150618_26,27f519r_bacteria,,,,7,
102.100.100/22000,26.0,YON20150804,YON20150804_26,18Sv4F18Sv4R_v4_eukaryote,,,19,,
102.100.100/22001,26.0,YON20150825,YON20150825_26,18Sv4F18Sv4R_v4_eukaryote,,,4,,
102.100.100/22002,26.0,YON20151027,YON20151027_26,18Sv4F18Sv4R_v4_eukaryote,,,34,,
102.100.100/22002,26.0,YON20151027,YON20151027_26,27f519r_bacteria,,,,5,
102.100.100/22003,26.0,YON20151111,YON20151111_26,18Sv4F18Sv4R_v4_eukaryote,,,14,,
102.100.100/22003,26.0,YON20151111,YON20151111_26,27f519r_bacteria,,,,30,
102.100.100/22004,0.0,KAI20151116,KAI20151116_0,18Sv4F18Sv4R_v4_eukaryote,,,440,,
102.100.100/22005,10.0,KAI20151116,KAI20151116_10,18Sv4F18Sv4R_v4_eukaryote,,,93,,419
102.100.100/22006,20.0,KAI20151116,KAI20151116_20,18Sv4F18Sv4R_v4_eukaryote,,,68,,124
102.100.100/22007,50.0,KAI20151116,KAI20151116_50,18Sv4F18Sv4R_v4_eukaryote,,,39,,21
102.100.100/22008,75.0,KAI20151116,KAI20151116_75,18Sv4F18Sv4R_v4_eukaryote,,,31,,
102.100.100/22009,100.0,KAI20151116,KAI20151116_100,18Sv4F18Sv4R_v4_eukaryote,,,28,,34
102.100.100/22010,0.0,DAR20150804_0130,DAR20150804_0130_0,18Sv4F18Sv4R_v4_eukaryote,,,6,,
102.100.100/22011,0.0,DAR20150803_1932,DAR20150803_1932_0,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/22013,0.0,DAR20150804_0430,DAR20150804_0430_0,18Sv4F18Sv4R_v4_eukaryote,,,9,,
102.100.100/22014,10.0,DAR20150804_0130,DAR20150804_0130_10,18Sv4F18Sv4R_v4_eukaryote,,,10,,
102.100.100/22015,10.0,DAR20150803_1932,DAR20150803_1932_10,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/22016,10.0,DAR20150803_2230,DAR20150803_2230_10,18Sv4F18Sv4R_v4_eukaryote,,,7,,
102.100.100/22017,10.0,DAR20150804_0430,DAR20150804_0430_10,18Sv4F18Sv4R_v4_eukaryote,,,17,,
102.100.100/22018,19.0,DAR20150804_0130,DAR20150804_0130_19,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/22019,15.0,DAR20150803_1932,DAR20150803_1932_15,18Sv4F18Sv4R_v4_eukaryote,,,10,,
102.100.100/22020,21.0,DAR20150803_2230,DAR20150803_2230_21,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/22021,16.0,DAR20150804_0430,DAR20150804_0430_16,18Sv4F18Sv4R_v4_eukaryote,,,11,,
102.100.100/27004,50.0,MAI20120724,MAI20120724_50,27f519r_bacteria,,,,11,
102.100.100/27026,75.0,MAI20121017,MAI20121017_75,27f519r_bacteria,,,,1,
102.100.100/27068,75.0,MAI20130528,MAI20130528_75,27f519r_bacteria,,,,2,
102.100.100/27161,0.0,MAI20141208,MAI20141208_0,27f519r_bacteria,,,,1,
102.100.100/27184,50.0,NSI20120620,NSI20120620_50,27f519r_bacteria,,,,1,
102.100.100/27187,20.0,NSI20120806,NSI20120806_20,27f519r_bacteria,,,,1,
102.100.100/27197,0.0,NSI20120912,NSI20120912_0,27f519r_bacteria,,,,11,
102.100.100/27198,10.0,NSI20120912,NSI20120912_10,27f519r_bacteria,,,,23,
102.100.100/27199,20.0,NSI20120912,NSI20120912_20,27f519r_bacteria,,,,1,
102.100.100/27201,40.0,NSI20120912,NSI20120912_40,27f519r_bacteria,,,,2,
102.100.100/27203,0.0,NSI20121017,NSI20121017_0,27f519r_bacteria,,,,34,
102.100.100/27204,10.0,NSI20121017,NSI20121017_10,27f519r_bacteria,,,,84,
102.100.100/27206,30.0,NSI20121017,NSI20121017_30,27f519r_bacteria,,,,2,
102.100.100/27207,40.0,NSI20121017,NSI20121017_40,27f519r_bacteria,,,,9,
102.100.100/27208,50.0,NSI20121017,NSI20121017_50,27f519r_bacteria,,,,16,
102.100.100/27209,0.0,NSI20121114,NSI20121114_0,27f519r_bacteria,,,,41,
102.100.100/27210,10.0,NSI20121114,NSI20121114_10,27f519r_bacteria,,,,1,
102.100.100/27211,20.0,NSI20121114,NSI20121114_20,27f519r_bacteria,,,,1,
102.100.100/27212,30.0,NSI20121114,NSI20121114_30,27f519r_bacteria,,,,4,
102.100.100/27213,40.0,NSI20121114,NSI20121114_40,27f519r_bacteria,,,,1,
102.100.100/27214,50.0,NSI20121114,NSI20121114_50,27f519r_bacteria,,,,1,
102.100.100/27215,0.0,NSI20130111,NSI20130111_0,27f519r_bacteria,,,,166,
102.100.100/27216,10.0,NSI20130111,NSI20130111_10,27f519r_bacteria,,,,128,
102.100.100/27217,20.0,NSI20130111,NSI20130111_20,27f519r_bacteria,,,,77,
102.100.100/27218,30.0,NSI20130111,NSI20130111_30,27f519r_bacteria,,,,66,
102.100.100/27219,40.0,NSI20130111,NSI20130111_40,27f519r_bacteria,,,,28,
102.100.100/27220,50.0,NSI20130111,NSI20130111_50,27f519r_bacteria,,,,11,
102.100.100/27221,0.0,NSI20130123,NSI20130123_0,27f519r_bacteria,,,,542,
102.100.100/27222,10.0,NSI20130123,NSI20130123_10,27f519r_bacteria,,,,276,
102.100.100/27223,20.0,NSI20130123,NSI20130123_20,27f519r_bacteria,,,,43,
102.100.100/27224,30.0,NSI20130123,NSI20130123_30,27f519r_bacteria,,,,31,
102.100.100/27225,40.0,NSI20130123,NSI20130123_40,27f519r_bacteria,,,,6,
102.100.100/27226,50.0,NSI20130123,NSI20130123_50,27f519r_bacteria,,,,3,
102.100.100/27227,0.0,NSI20130326,NSI20130326_0,27f519r_bacteria,,,,60,
102.100.100/27228,10.0,NSI20130326,NSI20130326_10,27f519r_bacteria,,,,51,
102.100.100/27229,20.0,NSI20130326,NSI20130326_20,27f519r_bacteria,,,,3,
102.100.100/27230,30.0,NSI20130326,NSI20130326_30,27f519r_bacteria,,,,2,
102.100.100/27231,40.0,NSI20130326,NSI20130326_40,27f519r_bacteria,,,,5,
102.100.100/27232,50.0,NSI20130326,NSI20130326_50,27f519r_bacteria,,,,9,
102.100.100/27233,0.0,NSI20130418,NSI20130418_0,27f519r_bacteria,,,,17,
102.100.100/27234,10.0,NSI20130418,NSI20130418_10,27f519r_bacteria,,,,60,
102.100.100/27235,20.0,NSI20130418,NSI20130418_20,27f519r_bacteria,,,,14,
102.100.100/27236,30.0,NSI20130418,NSI20130418_30,27f519r_bacteria,,,,2,
102.100.100/27237,40.0,NSI20130418,NSI20130418_40,27f519r_bacteria,,,,3,
102.100.100/27238,50.0,NSI20130418,NSI20130418_50,27f519r_bacteria,,,,3,
102.100.100/27239,0.0,NSI20130520,NSI20130520_0,27f519r_bacteria,,,,6,
102.100.100/27240,10.0,NSI20130520,NSI20130520_10,27f519r_bacteria,,,,1,
102.100.100/27242,30.0,NSI20130520,NSI20130520_30,27f519r_bacteria,,,,1,
102.100.100/27245,0.0,NSI20130706,NSI20130706_0,27f519r_bacteria,,,,1,
102.100.100/27251,0.0,NSI20130806,NSI20130806_0,27f519r_bacteria,,,,10,
102.100.100/27254,30.0,NSI20130806,NSI20130806_30,27f519r_bacteria,,,,1,
102.100.100/27256,50.0,NSI20130806,NSI20130806_50,27f519r_bacteria,,,,10,
102.100.100/27257,0.0,NSI20130819,NSI20130819_0,27f519r_bacteria,,,,5,
102.100.100/27259,20.0,NSI20130819,NSI20130819_20,27f519r_bacteria,,,,3,
102.100.100/27261,40.0,NSI20130819,NSI20130819_40,27f519r_bacteria,,,,1,
102.100.100/27263,0.0,NSI20130913,NSI20130913_0,27f519r_bacteria,,,,35,
102.100.100/27264,10.0,NSI20130913,NSI20130913_10,27f519r_bacteria,,,,108,
102.100.100/27265,20.0,NSI20130913,NSI20130913_20,27f519r_bacteria,,,,9,
102.100.100/27266,30.0,NSI20130913,NSI20130913_30,27f519r_bacteria,,,,6,
102.100.100/27267,40.0,NSI20130913,NSI20130913_40,27f519r_bacteria,,,,6,
102.100.100/27269,0.0,NSI20131016,NSI20131016_0,27f519r_bacteria,,,,31,
102.100.100/27270,10.0,NSI20131016,NSI20131016_10,27f519r_bacteria,,,,4,
102.100.100/27271,20.0,NSI20131016,NSI20131016_20,27f519r_bacteria,,,,19,
102.100.100/27273,40.0,NSI20131016,NSI20131016_40,27f519r_bacteria,,,,15,
102.100.100/27275,0.0,NSI20131121,NSI20131121_0,27f519r_bacteria,,,,168,
102.100.100/27276,10.0,NSI20131121,NSI20131121_10,27f519r_bacteria,,,,17,
102.100.100/27281,0.0,NSI20131212,NSI20131212_0,27f519r_bacteria,,,,1,
102.100.100/27287,0.0,NSI20140213,NSI20140213_0,27f519r_bacteria,,,,404,
102.100.100/27288,10.0,NSI20140213,NSI20140213_10,27f519r_bacteria,,,,431,
102.100.100/27289,20.0,NSI20140213,NSI20140213_20,27f519r_bacteria,,,,19,
102.100.100/27290,30.0,NSI20140213,NSI20140213_30,27f519r_bacteria,,,,5,
102.100.100/27291,40.0,NSI20140213,NSI20140213_40,27f519r_bacteria,,,,1,
102.100.100/27292,50.0,NSI20140213,NSI20140213_50,27f519r_bacteria,,,,3,
102.100.100/27293,0.0,NSI20140306,NSI20140306_0,27f519r_bacteria,,,,1739,
102.100.100/27294,10.0,NSI20140306,NSI20140306_10,27f519r_bacteria,,,,355,
102.100.100/27295,20.0,NSI20140306,NSI20140306_20,27f519r_bacteria,,,,300,
102.100.100/27296,30.0,NSI20140306,NSI20140306_30,27f519r_bacteria,,,,5,
102.100.100/27297,40.0,NSI20140306,NSI20140306_40,27f519r_bacteria,,,,2,
102.100.100/27298,50.0,NSI20140306,NSI20140306_50,27f519r_bacteria,,,,2,
102.100.100/27299,0.0,NSI20140404,NSI20140404_0,27f519r_bacteria,,,,1039,
102.100.100/27300,10.0,NSI20140404,NSI20140404_10,27f519r_bacteria,,,,641,
102.100.100/27301,20.0,NSI20140404,NSI20140404_20,27f519r_bacteria,,,,250,
102.100.100/27302,30.0,NSI20140404,NSI20140404_30,27f519r_bacteria,,,,54,
102.100.100/27303,40.0,NSI20140404,NSI20140404_40,27f519r_bacteria,,,,61,
102.100.100/27304,50.0,NSI20140404,NSI20140404_50,27f519r_bacteria,,,,48,
102.100.100/27305,0.0,NSI20140507,NSI20140507_0,27f519r_bacteria,,,,88,
102.100.100/27306,10.0,NSI20140507,NSI20140507_10,27f519r_bacteria,,,,62,
102.100.100/27307,20.0,NSI20140507,NSI20140507_20,27f519r_bacteria,,,,4,
102.100.100/27308,30.0,NSI20140507,NSI20140507_30,27f519r_bacteria,,,,1,
102.100.100/27309,40.0,NSI20140507,NSI20140507_40,27f519r_bacteria,,,,2,
102.100.100/27310,50.0,NSI20140507,NSI20140507_50,27f519r_bacteria,,,,4,
102.100.100/27315,40.0,NSI20140623,NSI20140623_40,27f519r_bacteria,,,,9,
102.100.100/27316,50.0,NSI20140623,NSI20140623_50,27f519r_bacteria,,,,1,
102.100.100/27322,50.0,NSI20140725,NSI20140725_50,27f519r_bacteria,,,,2,
102.100.100/27323,0.0,NSI20140901,NSI20140901_0,27f519r_bacteria,,,,18,
102.100.100/27326,30.0,NSI20140901,NSI20140901_30,27f519r_bacteria,,,,1,
102.100.100/27329,0.0,NSI20140917,NSI20140917_0,27f519r_bacteria,,,,118,
102.100.100/27330,10.0,NSI20140917,NSI20140917_10,27f519r_bacteria,,,,14,
102.100.100/27331,20.0,NSI20140917,NSI20140917_20,27f519r_bacteria,,,,21,
102.100.100/27332,30.0,NSI20140917,NSI20140917_30,27f519r_bacteria,,,,3,
102.100.100/27333,40.0,NSI20140917,NSI20140917_40,27f519r_bacteria,,,,4,
102.100.100/27334,50.0,NSI20140917,NSI20140917_50,27f519r_bacteria,,,,8,
102.100.100/27335,0.0,NSI20141020,NSI20141020_0,27f519r_bacteria,,,,111,
102.100.100/27336,10.0,NSI20141020,NSI20141020_10,27f519r_bacteria,,,,5,
102.100.100/27337,20.0,NSI20141020,NSI20141020_20,27f519r_bacteria,,,,21,
102.100.100/27338,30.0,NSI20141020,NSI20141020_30,27f519r_bacteria,,,,13,
102.100.100/27339,40.0,NSI20141020,NSI20141020_40,27f519r_bacteria,,,,7,
102.100.100/27340,50.0,NSI20141020,NSI20141020_50,27f519r_bacteria,,,,1,
102.100.100/27341,0.0,NSI20141107,NSI20141107_0,27f519r_bacteria,,,,61,
102.100.100/27342,10.0,NSI20141107,NSI20141107_10,27f519r_bacteria,,,,1,
102.100.100/27344,30.0,NSI20141107,NSI20141107_30,27f519r_bacteria,,,,5,
102.100.100/27345,40.0,NSI20141107,NSI20141107_40,27f519r_bacteria,,,,1,
102.100.100/27347,0.0,NSI20141223,NSI20141223_0,27f519r_bacteria,,,,449,
102.100.100/27348,10.0,NSI20141223,NSI20141223_10,27f519r_bacteria,,,,80,
102.100.100/27349,20.0,NSI20141223,NSI20141223_20,27f519r_bacteria,,,,9,
102.100.100/27350,30.0,NSI20141223,NSI20141223_30,27f519r_bacteria,,,,2,
102.100.100/27351,40.0,NSI20141223,NSI20141223_40,27f519r_bacteria,,,,8,
102.100.100/27352,50.0,NSI20141223,NSI20141223_50,27f519r_bacteria,,,,2,
102.100.100/27353,0.0,NSI20150119,NSI20150119_0,27f519r_bacteria,,,,7,
102.100.100/27354,10.0,NSI20150119,NSI20150119_10,27f519r_bacteria,,,,7,
102.100.100/27355,20.0,NSI20150119,NSI20150119_20,27f519r_bacteria,,,,4,
102.100.100/27356,30.0,NSI20150119,NSI20150119_30,27f519r_bacteria,,,,6,
102.100.100/27357,40.0,NSI20150119,NSI20150119_40,27f519r_bacteria,,,,3,
102.100.100/27358,50.0,NSI20150119,NSI20150119_50,27f519r_bacteria,,,,4,
102.100.100/27359,0.0,NSI20150304,NSI20150304_0,27f519r_bacteria,,,,1147,
102.100.100/27360,10.0,NSI20150304,NSI20150304_10,27f519r_bacteria,,,,450,
102.100.100/27361,20.0,NSI20150304,NSI20150304_20,27f519r_bacteria,,,,303,
102.100.100/27362,30.0,NSI20150304,NSI20150304_30,27f519r_bacteria,,,,103,
102.100.100/27363,40.0,NSI20150304,NSI20150304_40,27f519r_bacteria,,,,12,
102.100.100/27364,50.0,NSI20150304,NSI20150304_50,27f519r_bacteria,,,,9,
102.100.100/27365,0.0,NSI20150323,NSI20150323_0,27f519r_bacteria,,,,252,
102.100.100/27366,10.0,NSI20150323,NSI20150323_10,27f519r_bacteria,,,,71,
102.100.100/27367,20.0,NSI20150323,NSI20150323_20,27f519r_bacteria,,,,21,
102.100.100/27368,30.0,NSI20150323,NSI20150323_30,27f519r_bacteria,,,,24,
102.100.100/27369,40.0,NSI20150323,NSI20150323_40,27f519r_bacteria,,,,2,
102.100.100/27370,50.0,NSI20150323,NSI20150323_50,27f519r_bacteria,,,,3,
102.100.100/27404,25.0,PHB20121120,PHB20121120_25,27f519r_bacteria,,,,,37
102.100.100/27414,0.0,PHB20130227,PHB20130227_0,27f519r_bacteria,,,,3,
102.100.100/27416,100.0,PHB20130227,PHB20130227_100,27f519r_bacteria,,,,1,
102.100.100/27417,25.0,PHB20130227,PHB20130227_25,27f519r_bacteria,,,,4,
102.100.100/27418,50.0,PHB20130227,PHB20130227_50,27f519r_bacteria,,,,2,
102.100.100/27420,0.0,PHB20130319,PHB20130319_0,27f519r_bacteria,,,,26,
102.100.100/27421,10.0,PHB20130319,PHB20130319_10,27f519r_bacteria,,,,28,
102.100.100/27423,25.0,PHB20130319,PHB20130319_25,27f519r_bacteria,,,,5,
102.100.100/27478,50.0,PHB20140120,PHB20140120_50,27f519r_bacteria,,,,5,
102.100.100/27480,0.0,PHB20140317,PHB20140317_0,27f519r_bacteria,,,,48,
102.100.100/27481,10.0,PHB20140317,PHB20140317_10,27f519r_bacteria,,,,17,
102.100.100/27482,100.0,PHB20140317,PHB20140317_100,27f519r_bacteria,,,,1,
102.100.100/27486,0.0,PHB20140427,PHB20140427_0,27f519r_bacteria,,,,33,
102.100.100/27487,10.0,PHB20140427,PHB20140427_10,27f519r_bacteria,,,,46,
102.100.100/27489,25.0,PHB20140427,PHB20140427_25,27f519r_bacteria,,,,35,
102.100.100/27490,50.0,PHB20140427,PHB20140427_50,27f519r_bacteria,,,,2,
102.100.100/27491,75.0,PHB20140427,PHB20140427_75,27f519r_bacteria,,,,3,
102.100.100/27492,0.0,PHB20140515,PHB20140515_0,27f519r_bacteria,,,,23,
102.100.100/27493,10.0,PHB20140515,PHB20140515_10,27f519r_bacteria,,,,35,
102.100.100/27495,25.0,PHB20140515,PHB20140515_25,27f519r_bacteria,,,,4,
102.100.100/27546,0.0,PHB20150225,PHB20150225_0,27f519r_bacteria,,,,61,
102.100.100/27547,10.0,PHB20150225,PHB20150225_10,27f519r_bacteria,,,,12,
102.100.100/27548,100.0,PHB20150225,PHB20150225_100,27f519r_bacteria,,,,4,
102.100.100/27549,25.0,PHB20150225,PHB20150225_25,27f519r_bacteria,,,,10,
102.100.100/27550,50.0,PHB20150225,PHB20150225_50,27f519r_bacteria,,,,34,
102.100.100/27551,75.0,PHB20150225,PHB20150225_75,27f519r_bacteria,,,,383,
